gp_id,go_annotations,go_term,go_definitions,Obsolete,Parents,Aspect,go_id_pmc,go_term_pmc,normalized_term,normalized_id,go_match
GO:0097729,36,9+2 motile cilium,"A motile cilium where the axoneme has a ring of nine outer microtubule doublets plus two central microtubules (and is therefore called a 9+2 axoneme).|This type of cilia may be present in solitary (so-called flagella, e.g. in sperm) or in multiple copies (so-called conventional motile cilia, e.g. in tracheal epithelium, ependyma or oviduct epithelium).",FALSE,GO:0031514,cellular_component,9,0,9+2 motile cilium,GO:0031514,0
GO:0005744,35,TIM23 mitochondrial import inner membrane translocase complex,The protein transport machinery of the mitochondrial inner membrane that typically transports proteins that possess a matrix-targeting N-terminal presequence. The TIM23 complex contains three essential Tim proteins: Tim17 and Tim23 are thought to build a preprotein translocation channel while Tim44 interacts transiently with the matrix heat-shock protein Hsp70 to form an ATP-driven import motor.|See also the cellular component term 'mitochondrial inner membrane ; GO:0005743'.,FALSE,GO:0098800,cellular_component,7,0,TIM23 mitochondrial import inner membrane translocase complex,GO:0005744,1
GO:0160111,34,axonemal A tubule inner sheath,A structural network of microtubule inner proteins (MIPs) located inside the lumen of the A tubule of the axonemal microtubule doublet that helps stabilize the A tubule.,FALSE,GO:0160110|GO:0097649|GO:0110165,cellular_component,0,0,axonemal A tubule inner sheath,GO:0001534,0
GO:0005665,30,"RNA polymerase II, core complex","RNA polymerase II, one of three nuclear DNA-directed RNA polymerases found in all eukaryotes, is a multisubunit complex; typically it produces mRNAs, snoRNAs, and some of the snRNAs. Two large subunits comprise the most conserved portion including the catalytic site and share similarity with other eukaryotic and bacterial multisubunit RNA polymerases. The largest subunit of RNA polymerase II contains an essential carboxyl-terminal domain (CTD) composed of a variable number of heptapeptide repeats (YSPTSPS). The remainder of the complex is composed of smaller subunits (generally ten or more), some of which are also found in RNA polymerases I and III. Although the core is competent to mediate ribonucleic acid synthesis, it requires additional factors to select the appropriate template.",FALSE,GO:0055029|GO:0016591|GO:0000428,cellular_component,13,0,"RNA polymerase II, core complex",GO:0005665,1
GO:0070776,30,MOZ/MORF histone acetyltransferase complex,"A histone acetyltransferase complex that has histone H3 acetyltransferase and coactivator activities. Subunits of the human complex include MYST3/MOZ, MYST4/MORF, ING5, EAF6 and one of BRPF1, BRD1/BRPF2 and BRPF3.",FALSE,GO:0070775,cellular_component,2,0,MOZ/MORF histone acetyltransferase complex,GO:0035267,0
GO:0090443,29,FAR/SIN/STRIPAK complex,"A conserved protein phosphatase type 2A complex which contains a protein phosphatase type 2A, a protein phosphatase regulatory subunit, a striatin, an FHA domain protein and other subunits (at least six proteins). In fission yeast this complex negatively regulate the septation initiation network at the spindle pole body.",FALSE,GO:0032991,cellular_component,0,0,FAR/SIN/STRIPAK complex,GO:0072538,0
GO:0005943,28,"phosphatidylinositol 3-kinase complex, class IA","A class I phosphatidylinositol 3-kinase complex that possesses 1-phosphatidylinositol-4-phosphate 3-kinase activity; comprises a catalytic class IA phosphoinositide 3-kinase (PI3K) subunit and an associated SH2 domain-containing regulatory subunit that is a member of a family of related proteins often called p85 proteins. Through the interaction with the SH2-containing adaptor subunits, Class IA PI3K catalytic subunits are linked to tyrosine kinase signaling pathways.",FALSE,GO:0097651,cellular_component,3,0,"phosphatidylinositol 3-kinase complex, class IA",GO:0005942,0
GO:0070083,28,clathrin-sculpted monoamine transport vesicle membrane,The lipid bilayer surrounding a clathrin-sculpted monoamine transport vesicle.,FALSE,GO:0030665|GO:0070081|GO:0030658,cellular_component,1,0,clathrin-sculpted monoamine transport vesicle membrane,GO:0098830,0
GO:0030991,28,intraciliary transport particle A,The smaller subcomplex of the intraciliary transport particle; characterized complexes have molecular weights of 710-760 kDa.|Note that we deem cilia and microtubule-based flagella to be equivalent.,FALSE,GO:0032991|GO:0030990,cellular_component,2,0,intraciliary transport particle A,GO:0030990,0
GO:0044233,27,mitochondria-associated endoplasmic reticulum membrane contact site,"A zone of apposition between endoplasmic-reticulum and mitochondrial membranes, structured by bridging complexes. These contact sites are thought to facilitate inter-organelle calcium and phospholipid exchange.",FALSE,GO:0044232,cellular_component,4,0,mitochondria-associated endoplasmic reticulum membrane,GO:0098794,0
GO:0098688,26,parallel fiber to Purkinje cell synapse,An excitatory synapse formed by the parallel fibers of granule cells synapsing onto the dendrites of Purkinje cells.,FALSE,GO:0060076,cellular_component,2,0,parallel fiber to Purkinje cell synapse,GO:0098683,0
GO:0044666,25,MLL3/4 complex,"A protein complex that can methylate lysine-4 of histone H3, and which contains either of the protein subunits MLL3 or MLL4 in mammals, or equivalent in other species.",FALSE,GO:0035097,cellular_component,5,0,no appropriate match,GO:0000000,0
GO:0031234,25,extrinsic component of cytoplasmic side of plasma membrane,"The component of a plasma membrane consisting of gene products and protein complexes that are loosely bound to its cytoplasmic surface, but not integrated into the hydrophobic region.|Consider also annotating to 'cell cortex ; GO:0005938'.",FALSE,GO:0019897|GO:0019898|GO:0009898,cellular_component,14,0,extrinsic component of cytoplasmic side of plasma membrane,GO:0031234,1
GO:0071735,23,IgG immunoglobulin complex,"A protein complex composed of two identical immunoglobulin heavy chains of an IgG isotype and two identical immunoglobulin light chains, held together by disulfide bonds. An IgG immunoglobulin complex may be embedded in the plasma membrane or present in the extracellular space, in mucosal areas or other tissues, or circulating in the blood or lymph.|Note that an IgG immunoglobulin complex has the function of antigen binding if a suitable antigen is available. Also, IgG isotypes vary by species.",FALSE,GO:0019814,cellular_component,0,0,immunoglobulin complex,GO:0071757,0
GO:0099092,23,"postsynaptic density, intracellular component","A network of proteins adjacent to the postsynaptic membrane forming an electron dense disc. Its major components include neurotransmitter receptors and the proteins that spatially and functionally organize neurotransmitter receptors in the adjacent membrane, such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components.",FALSE,GO:0014069|GO:0043228|GO:0099091,cellular_component,6,0,postsynaptic density,GO:0014069,0
GO:0019898,22,extrinsic component of membrane,"The component of a membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region.|Note that proteins extrinsic to membranes can be removed by treatments that do not disrupt the membrane, such as salt solutions.",FALSE,GO:0110165|GO:0016020,cellular_component,36,0,extrinsic component of membrane,GO:0019898,1
GO:0019773,22,"proteasome core complex, alpha-subunit complex",The proteasome core subcomplex that constitutes the two outer rings of the proteasome core complex. An example of this component is found in Mus musculus.,FALSE,GO:0032991|GO:0005839|GO:0005622,cellular_component,23,0,"proteasome core complex, alpha-subunit complex",GO:0005839,0
GO:0030681,22,multimeric ribonuclease P complex,A ribonuclease P complex that generally contains a single RNA molecule and several protein molecules. Examples of this complex are found in Archaeal species.,FALSE,GO:0030677,cellular_component,0,0,multimeric ribonuclease P complex,GO:0030682,0
GO:0098554,22,cytoplasmic side of endoplasmic reticulum membrane,The side (leaflet) of the plasma membrane that faces the cytoplasm.,FALSE,GO:0098562|GO:0005789,cellular_component,4,0,cytoplasmic side of endoplasmic reticulum membrane,GO:0098553,0
GO:0019774,21,"proteasome core complex, beta-subunit complex",The proteasome core subcomplex that constitutes the two inner rings of the proteasome core complex. An example of this component is found in Mus musculus.,FALSE,GO:0032991|GO:0005839|GO:0005622,cellular_component,3,0,"proteasome core complex, beta-subunit complex",GO:0031597,0
GO:0071004,20,U2-type prespliceosome,"A spliceosomal complex that is formed by association of the 5' splice site with the U1 snRNP, while the branch point sequence is recognized by the U2 snRNP. The prespliceosome includes many proteins in addition to those found in the U1 and U2 snRNPs. Commitment to a given pair of 5' and 3' splice sites occurs at the time of prespliceosome formation.",FALSE,GO:0071010|GO:0005684,cellular_component,5,0,U2-type prespliceosome,GO:0071011,0
GO:0005675,20,transcription factor TFIIH holo complex,A complex that is capable of kinase activity directed towards the C-terminal Domain (CTD) of the largest subunit of RNA polymerase II and is essential for initiation at RNA polymerase II promoters in vitro. It is composed of the core TFIIH complex and the TFIIK complex.,FALSE,GO:0090575|GO:0032806|GO:0016591,cellular_component,9,0,transcription factor TFIIH holo complex,GO:0005675,1
GO:1990454,20,L-type voltage-gated calcium channel complex,"A type of voltage-dependent calcium channel responsible for excitation-contraction coupling of skeletal, smooth, and cardiac muscle. 'L' stands for 'long-lasting' referring to the length of activation.|Examples of this are CACNA1S, CACNA2D1, CACNB1, CACNG1 in rabbit (UniProt symbol P07293, P13806, P19517 and P19518) in PMID:12946355 (inferred from direct assay).",FALSE,GO:0005891|GO:0030315,cellular_component,4,0,L-type voltage-gated calcium channel complex,GO:1990455,0
GO:0000444,20,MIS12/MIND type complex,"A multiprotein kinetochore subcomplex that binds to centromeric chromatin and forms part of the outer kinetochore. It helps to recruit outer kinetochore subunits that will bind to microtubules. In humans, it consists of MIS12, DSN1, NSL1 and PMF1.",FALSE,GO:0000940,cellular_component,2,0,MIS12/MIND type complex,GO:0034993,0
GO:0000779,19,"condensed chromosome, centromeric region","The region of a condensed chromosome that includes the centromere and associated proteins, including the kinetochore. In monocentric chromosomes, this region corresponds to a single area of the chromosome, whereas in holocentric chromosomes, it is evenly distributed along the chromosome.|Note that this term can be used in place of the obsolete cellular component term 'centromere ; GO:0005698'. Use with caution because this term refers to a specific region of the chromosome and not a protein complex.",FALSE,GO:0000793|GO:0000775,cellular_component,54,0,"condensed chromosome, centromeric region",GO:0000779,1
GO:0097361,19,cytosolic [4Fe-4S] assembly targeting complex,"A protein complex capable of condensing two 2Fe-2S clusters into one 4Fe-4S center in the cytoplasm and nucleus. In humans it consists of MMS19, CIAO1, CIAO2A/CIAO2B, CIAO3. MMS19, CIAO1 and CIAO2A/CIAO2B form a tight 'core' complex, whereas CIAO3 is an 'external' component of this complex.",FALSE,GO:0140535|GO:1990229,cellular_component,0,0,cytosolic iron-sulfur cluster assembly complex,GO:1990204,0
GO:0098574,19,cytoplasmic side of lysosomal membrane,The side (leaflet) of the lysosomal membrane that faces the cytoplasm.,FALSE,GO:0098562|GO:0005765,cellular_component,0,0,cytoplasmic side of lysosomal membrane,GO:0098560,0
GO:0044224,19,juxtaparanode region of axon,A region of an axon near a node of Ranvier that is between the paranode and internode regions.,FALSE,GO:0044304|GO:0110165,cellular_component,7,0,juxtaparanode region of axon,GO:0033270,0
GO:0030687,18,"preribosome, large subunit precursor","A preribosomal complex consisting of 27SA, 27SB, and/or 7S pre-rRNA, 5S rRNA, ribosomal proteins including late-associating large subunit proteins, and associated proteins; a precursor of the eukaryotic cytoplasmic large ribosomal subunit.|Note that this complex is 66S in Saccharomyces.",FALSE,GO:0030684,cellular_component,11,0,"preribosome, large subunit precursor",GO:0030687,1
GO:0042721,18,TIM22 mitochondrial import inner membrane insertion complex,"A multi-subunit complex embedded in the mitochondrial inner membrane that mediates the inner membrane insertion of multi-transmembrane spanning proteins that contain internal targeting elements. In yeast cells, TIM22 is a 300-kDa complex, consisting of four membrane integral subunits, Tim22, Tim54, Tim18 and Sdh3, and a peripheral chaperone complex consisting of the small TIM proteins, Tim9-Tim10-Tim12.",FALSE,GO:0098800,cellular_component,1,0,TIM22 mitochondrial import inner membrane insertion complex,GO:0031305,0
GO:0008024,17,cyclin/CDK positive transcription elongation factor complex,"A transcription elongation factor complex that facilitates the transition from abortive to productive elongation by phosphorylating the CTD domain of the large subunit of DNA-directed RNA polymerase II, holoenzyme. Contains a cyclin and a cyclin-dependent protein kinase catalytic subunit.|See also the cellular component terms 'cyclin-dependent protein kinase activating kinase holoenzyme complex ; GO:0019907' and 'DNA-directed RNA polymerase II, holoenzyme ; GO:0016591'.",FALSE,GO:0032806|GO:0019908|GO:0008023,cellular_component,2,0,cyclin/CDK positive transcription elongation factor complex,GO:0071339,0
