hpo_id,hpo_term,hpo_parent,hpo_term_pmc,hpo_annotations,hpo_id_pmc,normalized_term,normalized_id,hpo_match
HP:6000396,Elevated CSF guanidinoacetic acid concentration,HP:0500184,29,1,0,no appropriate match,HP:0000000,0
HP:5000003,Anti-ARHGAP26 antibody,HP:0030057,29,0,0,no appropriate match,HP:0000000,0
HP:0034958,Asymmetrical insertion of the midpiece into the head,HP:0012867,29,0,0,no appropriate match,HP:0000000,0
HP:0011550,Biventricular heart with straddling right sided atrioventricular valve and absent left sided atrioventricular connection,HP:0011547,29,0,0,no appropriate match,HP:0000000,0
HP:6000145,Boot-shaped cardiac silhouette,HP:0001627,29,0,0,Boot-shaped heart,HP:0001624,0
HP:0100137,Cone-shaped epiphysis of the distal phalanx of the 3rd toe,HP:0100057|HP:0100091,29,0,0,Cone-shaped epiphysis of the distal phalanx of the 3rd toe,HP:0010297,0
HP:0100059,Fragmentation of the epiphyses of the 3rd toe,HP:0010166|HP:0010329,29,0,0,no appropriate match,HP:0000000,0
HP:0100081,Fragmentation of the epiphyses of the 5th toe,HP:0010166|HP:0010341,29,0,0,no appropriate match,HP:0000000,0
HP:0100150,Fragmentation of the epiphysis of the middle phalanx of the 3rd toe,HP:0100059|HP:0100092,29,0,0,no appropriate match,HP:0000000,0
HP:0100184,Fragmentation of the epiphysis of the middle phalanx of the 4th toe,HP:0100070|HP:0100095,29,0,0,no appropriate match,HP:0000000,0
HP:6000112,Hockey-stick palmar crease,HP:0010490,29,0,0,Hockey-stick palmar creases,HP:0006191,0
HP:0010071,Osteolytic defects of the 1st metatarsal,HP:0010054|HP:0010062|HP:0001473,29,0,0,Osteolytic defects of the metatarsals,HP:0001916,0
HP:0009550,Osteolytic defects of the phalanges of the 2nd finger,HP:0009771|HP:0009541,29,0,0,Osteolytic defects of the phalanges of the hand,HP:0009770,0
HP:0004001,Medially deficient radial epiphyses,HP:0003999,28,0,5,Abnormality of the radial epiphysis,HP:0003014,0
HP:0100840,Aplasia/Hypoplasia of the eyebrow,HP:0000534,28,45,2,Aplasia/Hypoplasia of the eyebrows,HP:0010739,0
HP:0008063,Aplasia/Hypoplasia of the lens,HP:0008062|HP:0000517,28,4,1,Aplasia/Hypoplasia of the lens,HP:0008062,0
HP:0010173,Aplasia/Hypoplasia of the phalanges of the toes,HP:0010161|HP:0006494,28,4,1,Aplasia/Hypoplasia of the phalanges of the toes,HP:0009802,0
HP:0100587,Abnormal preputium morphology,HP:0000036,28,3,1,Abnormality of the prepuce,HP:0100587,1
HP:0031128,Impaired collagen-related peptide-induced platelet aggregation,HP:0003540,28,2,1,Abnormal platelet aggregation,HP:0011877,0
HP:0031386,Increased micromegakaryocyte count,HP:0012143,28,2,1,Increased micromegakaryocyte count,HP:0005544,0
HP:0003352,Endopolyploidy on chromosome studies of bone marrow,HP:0002916,28,2,0,no appropriate match,HP:0000000,0
HP:0011395,Aplasia/Hypoplasia of the cochlea,HP:0008774|HP:0000375,28,1,0,Aplasia/Hypoplasia of the cochlea,HP:0008547,0
HP:6000670,Elevated urinary L-glycerate level,HP:0034653,28,1,0,Increased urinary L-glycerate,HP:0010915,0
HP:6000534,Elevated urinary ureidopropionic acid level,HP:0033303,28,1,0,Increased urinary ureidopropionate,HP:0010915,0
HP:0025742,Elevated urine L-xylulose level,HP:0031979,28,1,0,Increased urinary xylulose,HP:0012045,0
HP:0040147,L-2-hydroxyglutaric acidemia,HP:0040145,28,1,0,L-2-hydroxyglutaric aciduria,HP:0003535,0
HP:6000993,Pupillary hypersensitivity to parasympathomimetic agents,HP:0007686,28,1,0,Pupillary hypersensitivity to parasympathomimetic agents,HP:0007686,0
HP:6000215,Reduced circulating 3-hydroxyisobutyryl-CoA hydrolase activity,HP:0012379,28,1,0,no appropriate match,HP:0000000,0
HP:3000014,Abnormality of procerus muscle,HP:0000366|HP:0430018,28,0,0,no appropriate match,HP:0000000,0
HP:0430053,Anti-West Nile virus antibody positivity,HP:0430059,28,0,0,no appropriate match,HP:0000000,0
HP:0031121,Bicuspid aortic valve with left-noncoronary cusp fusion,HP:0031118,28,0,0,Bicuspid aortic valve,HP:0001647,0
HP:0100226,Cone-shaped epiphysis of the proximal phalanx of the 5th toe,HP:0100079|HP:0100099,28,0,0,Cone-shaped epiphysis of the 5th toe,HP:0010297,0
HP:0025644,Fixation-off epileptiform discharges,HP:0011182,28,0,0,Fixation-off sensitivity,HP:0020219,0
HP:0032721,Focal motor seizure with paresis/paralysis,HP:0011153,28,0,0,Focal motor seizure with postictal paresis,HP:0020219,0
HP:0009517,Fragmentation of the epiphysis of the middle phalanx of the 2nd finger,HP:0010261|HP:0009500|HP:0009492,28,0,0,no appropriate match,HP:0000000,0
HP:0009528,Fragmentation of the epiphysis of the proximal phalanx of the 2nd finger,HP:0010272|HP:0009501|HP:0009492,28,0,0,no appropriate match,HP:0000000,0
HP:0430034,Hypertension resistant to conventional therapy,HP:0000822,28,0,0,Resistant hypertension,HP:0000856,0
HP:0031781,Microtropia with identity,HP:0031724,28,0,0,no appropriate match,HP:0000000,0
HP:0031782,Microtropia without identity,HP:0031724,28,0,0,no appropriate match,HP:0000000,0
HP:0034037,Pseudo-chilblains on fingers,HP:0033696,28,0,0,Chilblain,HP:0100666,0
HP:0010073,Synostosis involving the 1st metatarsal,HP:0010054,28,0,0,Metatarsal synostosis,HP:0010743,0
HP:0430035,Tibiofibular interosseous membrane calcification,HP:0100491,28,0,0,no appropriate match,HP:0000000,0
HP:0011254,Type II cryptotia,HP:0011252,28,0,0,Cryptotia,HP:0009919,0
HP:0033344,Pleural cobblestoning,HP:0006530,27,0,4,no appropriate match,HP:0000000,0
HP:0034378,Urethrovesical occlusion,HP:0000796,27,1,3,Urethral obstruction,HP:0002780,0
HP:0430063,Anti-chlamydia trachomatis-specific antibody positivity,HP:0430061,27,0,1,no appropriate match,HP:0000000,0
HP:0010030,Osteolytic defects of the 1st metacarpal,HP:0010009|HP:0001504,27,0,1,Osteolytic defects of the hand bones,HP:0009772,0
HP:0006710,Aplasia/Hypoplasia of the clavicles,HP:0006711|HP:0000889,27,6,0,Aplasia/Hypoplasia of the clavicles,HP:0000888,0
HP:0003161,4-Hydroxyphenylpyruvic aciduria,HP:0040156,27,5,0,4-hydroxyphenylpyruvate aciduria,HP:0003160,0
HP:0032532,Elevated CSF 4-hydroxybutyric acid concentration,HP:0500183,27,1,0,Elevated CSF gamma-hydroxybutyric acid,HP:0012120,0
HP:0030744,Hyaloid vascular remnant and retrolental mass,HP:0007968,27,1,0,Persistent fetal vasculature,HP:0008047,0
HP:0010168,Ivory epiphyses of the toes,HP:0010160|HP:0010583,27,1,0,Ivory epiphyses,HP:0010583,0
HP:0004251,Lunate-triquetral fusion,HP:0004248,27,1,0,Carpal bone fusion,HP:0005048,0
HP:0004997,Multicentric ossification of proximal humeral epiphyses,HP:0003897,27,1,0,no appropriate match,HP:0000000,0
HP:0033114,Quadruple gallop rhythm,HP:0033113,27,1,0,no appropriate match,HP:0000000,0
HP:0034129,Anti-GT1a IgM antibody positivity,HP:0034128,27,0,0,no appropriate match,HP:0000000,0
HP:0430080,Anti-rickettsial antibody positivity,HP:0430061,27,0,0,no appropriate match,HP:0000000,0
HP:0009318,Aplasia/Hypoplasia of the 3rd finger,HP:0006265|HP:0004150,27,0,0,Aplasia/Hypoplasia of the 3rd finger,HP:0009845,0
HP:0011000,Aplasia/Hypoplasia of the optic tract,HP:0002977,27,0,0,Aplasia/Hypoplasia of the optic tract,HP:0008059,0
HP:0410260,Asymmetrical gluteal crease,HP:0001437,27,0,0,Asymmetry of the gluteal cleft,HP:0011902,0
HP:0032393,Diffuse ribbon-like subcortical heterotopia,HP:0032391,27,0,0,Subcortical band heterotopia,HP:0002521,0
HP:6000973,Elevated circulating trihydroxycholestanoic acid concentration,HP:0011013,27,0,0,Elevated serum trihydroxycholestanoic acid,HP:0012120,0
HP:0032913,Focal aware pedal automatism seizure,HP:0032910|HP:0032901,27,0,0,Focal aware seizure,HP:0020217,0
HP:0100048,Fragmentation of the epiphyses of the 2nd toe,HP:0010166|HP:0010323,27,0,0,Fragmentation of the epiphyses,HP:0006368,0
HP:0100070,Fragmentation of the epiphyses of the 4th toe,HP:0010166|HP:0010335,27,0,0,no appropriate match,HP:0000000,0
HP:0410229,Increased anti-gluten IgE antibody level,HP:0410227,27,0,0,no appropriate match,HP:0000000,0
HP:0410348,Increased urinary multiantennary sialylated oligosaccharide,HP:0010471,27,0,0,no appropriate match,HP:0000000,0
HP:0032090,Intralamellar aortic medial fibrosis,HP:0032089,27,0,0,Aortic medial fibrosis,HP:0002617,0
HP:0011544,L-looping of the right ventricle,HP:0011534,27,0,0,Dextro-looped transposition of the great arteries,HP:0012447,0
HP:0006262,Aplasia/Hypoplasia of the 5th finger,HP:0006265|HP:0004207,26,1,2,Aplasia/Hypoplasia of the 5th finger,HP:0009216,0
HP:0009103,Aplasia/Hypoplasia involving the pelvis,HP:0002644,26,3,1,Aplasia/Hypoplasia involving the pelvis,HP:0008831,0
HP:0005890,Hyperostosis cranialis interna,HP:0004437,26,2,1,Hyperostosis cranialis interna,HP:0004339,0
HP:0008410,Subungual hyperkeratotic fragments,HP:0009723|HP:0000962,26,2,1,Subungual hyperkeratosis,HP:0100643,0
HP:0034475,Increased fecal isocoproporphyrin,HP:0032999,26,0,1,Increased fecal isocoproporphyrin,HP:0003003,0
HP:0033648,Pulmonary pseudocavity,HP:0031983,26,0,1,no appropriate match,HP:0000000,0
HP:0005036,Unilateral ulnar hypoplasia,HP:0003022,26,0,1,Unilateral ulnar hypoplasia,HP:0009821,0
HP:0200101,Decreased/absent ankle reflexes,HP:0002522,26,10,0,Absent ankle reflex,HP:0003404,0
HP:0002879,Anisospondyly,HP:0003312,26,6,0,no appropriate match,HP:0000000,0
HP:0034309,Multiflagellar spermatozoa,HP:0012868,26,3,0,Multiple flagella,HP:0008630,0
HP:0020208,Eating-induced seizure,HP:0020207,26,1,0,Reflex epilepsy,HP:0002121,0
HP:0032906,Focal head nodding automatism seizure,HP:0032898,26,1,0,Focal motor seizure,HP:0011153,0
HP:0200050,Bracket metacarpal epiphyses,HP:0005913,26,0,0,Bracket epiphyses,HP:0010580,0
HP:0100102,Cone-shaped epiphysis of the distal phalanx of the 2nd toe,HP:0100046|HP:0100088,26,0,0,Cone-shaped epiphysis of the distal phalanx of the 2nd toe,HP:0010230,0
HP:0410198,Decreased erythrocyte UDP glucose-4-epimerase concentration,HP:0410196,26,0,0,no appropriate match,HP:0000000,0
HP:0010117,Fragmentation of the epiphyses of the hallux,HP:0010166|HP:0010056,26,0,0,Fragmentation of the epiphyses,HP:0006368,0
HP:0100104,Fragmentation of the epiphysis of the distal phalanx of the 2nd toe,HP:0100048|HP:0100088,26,0,0,no appropriate match,HP:0000000,0
HP:0100126,Fragmentation of the epiphysis of the proximal phalanx of the 2nd toe,HP:0100048|HP:0100090,26,0,0,no appropriate match,HP:0000000,0
HP:0010131,Fragmentation of the epiphysis of the proximal phalanx of the hallux,HP:0010117|HP:0010126,26,0,0,Fragmentation of the epiphysis,HP:0005702,0
HP:6000079,Metachromatic intraneuronal lipid deposits,HP:0000759,26,0,0,no appropriate match,HP:0000000,0
HP:0040097,Neoplasm of the ceruminal gland,HP:0040095,26,0,0,no appropriate match,HP:0000000,0
HP:0010351,Osteolytic defects of the phalanges of the 2nd toe,HP:0010324|HP:0010177,26,0,0,Osteolytic defects of the phalanges of the toes,HP:0009772,0
HP:0004023,Sloping radial metaphysis,HP:0004015,26,0,0,Sloping radial metaphysis,HP:0005048,0
HP:0032543,Lithoptysis,HP:0032016,25,1,5,no appropriate match,HP:0000000,0
HP:0010494,Acromelia of the lower limbs,HP:0010884|HP:0006493,25,1,3,Acromelia,HP:0009825,0
HP:0003920,Sloping humeral metaphysis,HP:0003907,25,0,3,Abnormality of the humeral metaphysis,HP:0003097,0
HP:0006232,Expanded metacarpals with widened medullary cavities,HP:0005916,25,1,1,Widened metacarpals,HP:0006152,0
HP:0002927,Histidinuria,HP:0033100,25,5,0,Histidinuria,HP:0003355,0
HP:0011251,Underdeveloped antitragus,HP:0009896,25,3,0,Underdeveloped antitragus,HP:0008553,0
HP:0032469,Anti-asialoglycoprotein receptor antibody positivity,HP:0030057,25,1,0,no appropriate match,HP:0000000,0
HP:0009935,Aplasia/Hypoplasia of the nasal septum,HP:0009924|HP:0000419,25,1,0,Aplasia/Hypoplasia of the nasal septum,HP:0005274,0
HP:0030296,Metaphyseal chondromatosis of radius,HP:0005868,25,1,0,no appropriate match,HP:0000000,0
HP:0500256,Abnormal urine isobutyrylglycine concentration,HP:0012073,25,0,0,Abnormal urine isobutyrylglycine concentration,HP:0010915,0
HP:0011244,Abnormality of stem of antihelix,HP:0009738,25,0,0,Abnormality of the antihelix,HP:0009738,0
HP:0032664,Adversive status epilepticus,HP:0032663,25,0,0,no appropriate match,HP:0000000,0
HP:6000350,Ameliorated by gastric acid-reducing therapy,HP:0034536,25,0,0,no appropriate match,HP:0000000,0
HP:0100182,Cone-shaped epiphysis of the middle phalanx of the 4th toe,HP:0100068|HP:0100095,25,0,0,Cone-shaped epiphysis of the middle phalanx of the 4th toe,HP:0010297,0
HP:0032400,Dysgyria with thickened cortex,HP:0032398|HP:0006891,25,0,0,Polymicrogyria,HP:0002126,0
HP:0032903,Focal vocal automatism seizure,HP:0032898,25,0,0,Focal emotional seizure,HP:0020217,0
HP:0010153,Fragmentation of the epiphysis of the 1st metatarsal,HP:0010117|HP:0010125,25,0,0,no appropriate match,HP:0000000,0
HP:0010142,Fragmentation of the epiphysis of the distal phalanx of the hallux,HP:0010117|HP:0010124,25,0,0,no appropriate match,HP:0000000,0
HP:0010375,Osteolytic defects of the phalanges of the 4th toe,HP:0010336|HP:0010177,25,0,0,Osteolytic defects of the phalanges of the toes,HP:0009762,0
HP:0010235,Pseudoepiphyses of the phalanges of the hand,HP:0005920|HP:0004288,25,0,0,Pseudoepiphyses of the phalanges of the hand,HP:0004098,0
HP:5200059,Sensory hyposensitivity unexplained by sensory deficit,HP:5200046,25,0,0,Decreased sensory perception,HP:0002143,0
HP:0002764,Stippled chondral calcification,HP:0100593|HP:0002832,24,2,3,Stippled chondral calcification,HP:0000935,0
HP:0032760,Focal sensory seizure with hot-cold sensations,HP:0011157,24,0,2,Focal sensory seizure,HP:0011153,0
HP:0033565,Anti-epidermal transglutaminase antibody positivity,HP:0033563,24,1,1,Anti-epidermal transglutaminase antibody positivity,HP:0030057,0
HP:0009665,Bracket epiphysis of the proximal phalanx of the thumb,HP:0010258|HP:0009687|HP:0009663,24,0,1,Bracket epiphysis of the proximal phalanx of the thumb,HP:0010234,0
HP:0010331,Aplasia/Hypoplasia of the 3rd toe,HP:0010320|HP:0010760,24,3,0,Aplasia/Hypoplasia of the toes,HP:0010187,0
HP:0010767,Sacrococcygeal pilonidal abnormality,HP:0005107,24,3,0,Pilonidal sinus,HP:0010805,0
HP:0009119,Aplasia/Hypoplasia of the frontal sinuses,HP:0009120|HP:0002687,24,2,0,Aplasia/Hypoplasia of the frontal sinuses,HP:0009112,0
HP:0009703,Synostosis involving the 1st metacarpal,HP:0010009|HP:0009701,24,2,0,1st metacarpal synostosis,HP:0009701,0
HP:0008062,Aplasia/Hypoplasia affecting the anterior segment of the eye,HP:0008056|HP:0007700,24,1,0,Aplasia/Hypoplasia affecting the anterior segment of the eye,HP:0008054,0
HP:0005066,Cone-shaped epiphyses fused within their metaphyses,HP:0010579,24,1,0,Cone-shaped epiphyses,HP:0005930,0
HP:0012406,Hypercitraturia,HP:0012404,24,1,0,Increased urinary citrate,HP:0010932,0
HP:6000361,Reduced succinyl-CoA:3-oxoacid-CoA transferase activity in cultured fibroblasts,HP:4000195,24,1,0,no appropriate match,HP:0000000,0
HP:6000275,4-hydroxyphenyllactic aciduria,HP:0040156,24,0,0,4-hydroxyphenyllactic aciduria,HP:0003356,0
HP:0011243,Abnormality of inferior crus of antihelix,HP:0009738,24,0,0,Abnormality of the antihelix,HP:0009738,0
HP:0032522,Ameliorated by immunosuppresion,HP:0034536,24,0,0,no appropriate match,HP:0000000,0
HP:0430078,Anti-cryptococcal antibody positivity,HP:0430076,24,0,0,no appropriate match,HP:0000000,0
HP:0040259,Aplastic nasopharyngeal adenoids,HP:0040256,24,0,0,Aplastic/hypoplastic adenoids,HP:0011047,0
HP:0010140,Cone-shaped epiphysis of the distal phalanx of the hallux,HP:0010115|HP:0010124,24,0,0,Cone-shaped epiphysis of the distal phalanx of the hallux,HP:0010230,0
HP:0010129,Cone-shaped epiphysis of the proximal phalanx of the hallux,HP:0010115|HP:0010126,24,0,0,Cone-shaped epiphysis of the phalanges of the hallux,HP:0010297,0
HP:0100115,Fragmentation of the epiphysis of the middle phalanx of the 2nd toe,HP:0100048|HP:0100089,24,0,0,no appropriate match,HP:0000000,0
HP:0410207,Positive methadone plasma/serum test,HP:0500100,24,0,0,no appropriate match,HP:0000000,0
HP:0007367,Atrophy/Degeneration affecting the central nervous system,HP:0002011,23,1,4,Central nervous system atrophy,HP:0007367,1
HP:0005606,Hyperpigmented nevi and streak,HP:0000995,23,1,3,Hyperpigmented streaks,HP:0007403,0
HP:0008922,Childhood-onset short-trunk short stature,HP:0003521,23,3,2,Short-trunk short stature,HP:0003521,0
HP:0004527,Large clumps of pigment irregularly distributed along hair shaft,HP:0002220,23,3,2,Pigment clumps in hair shaft,HP:0011362,0
HP:0010185,Aplasia/Hypoplasia of the distal phalanges of the toes,HP:0010182|HP:0010173|HP:0010760,23,13,1,Aplasia/Hypoplasia of the distal phalanges of the toes,HP:0001860,0
HP:0009767,Aplasia/Hypoplasia of the phalanges of the hand,HP:0005918,23,6,1,Aplasia/Hypoplasia of the phalanges of the hand,HP:0009803,0
HP:0100277,Periauricular skin pits,HP:0000383|HP:0100276,23,4,1,Preauricular pit,HP:0004467,0
HP:0010838,High nonceruloplasmin-bound serum copper,HP:0010836,23,3,1,Increased non-ceruloplasmin bound copper,HP:0012829,0
HP:0008102,Expanded metatarsals with widened medullary cavities,HP:0001832,23,1,1,Broad metatarsals,HP:0001783,0
HP:0020265,Non-polarized mantle zones,HP:0020251,23,0,1,no appropriate match,HP:0000000,0
HP:0010806,U-Shaped upper lip vermilion,HP:0011339,23,20,0,U-shaped upper lip vermilion,HP:0010804,0
HP:0100951,Enlarged fossa interpeduncularis,HP:0002119,23,5,0,no appropriate match,HP:0000000,0
HP:0200053,Hemihypotrophy of lower limb,HP:0100556,23,4,0,Hemihypertrophy,HP:0001528,0
HP:0007922,Hypermyelinated retinal nerve fibers,HP:0020119|HP:0012447,23,4,0,no appropriate match,HP:0000000,0
HP:0033207,Increased proportion autoreactive unresponsive CD21-/low B cells,HP:0025539,23,2,0,no appropriate match,HP:0000000,0
HP:0012237,Urocanic aciduria,HP:0040156,23,2,0,Urocanic aciduria,HP:0003355,0
HP:0034290,Elevated circulating tiglylglycine concentration,HP:0004354,23,1,0,no appropriate match,HP:0000000,0
HP:6000211,Elevated CSF dihydrouracil concentration,HP:0025454,23,1,0,no appropriate match,HP:0000000,0
HP:0006174,Metacarpal diaphyseal endosteal sclerosis,HP:0011001|HP:0005916,23,1,0,Metacarpal endosteal sclerosis,HP:0011003,0
HP:0008114,Metatarsal diaphyseal endosteal sclerosis,HP:0100925|HP:0001832|HP:0000940,23,1,0,Metatarsal endosteal sclerosis,HP:0010623,0
HP:0005726,Thumbs hypoplastic with bulbous tips,HP:0009778,23,1,0,Hypoplastic thumbs,HP:0009656,0
HP:0500079,Alternating hypophoria,HP:0031725,23,0,0,no appropriate match,HP:0000000,0
HP:6000498,Anti-factor XIII antibody positivity,HP:6000351,23,0,0,no appropriate match,HP:0000000,0
HP:0009676,Bracket epiphysis of the distal phalanx of the thumb,HP:0009662|HP:0009687|HP:0010247,23,0,0,Bracket epiphysis of the distal phalanx of the thumb,HP:0010234,0
HP:0100171,Cone-shaped epiphysis of the distal phalanx of the 4th toe,HP:0100068|HP:0100094,23,0,0,Cone-shaped epiphysis of the distal phalanx of the 4th toe,HP:0010189,0
HP:0100124,Cone-shaped epiphysis of the proximal phalanx of the 2nd toe,HP:0100046|HP:0100090,23,0,0,Cone-shaped epiphysis of the phalanges of the toes,HP:0010230,0
